order_id,region,category,product,quantity,sales_inr,profit_inr,order_value_inr
ORD2597,Chennai,Antibiotic,Azithral 500,5,105,21.0,105
ORD2841,Hyderabad,Fever,Dolo 650,4,168,33.6,168
ORD1629,Chennai,Calcium,Shelcal,9,414,82.8,414
ORD2220,Hyderabad,Diabetes,Metformin,7,994,198.8,994
ORD1569,Mumbai,Fever,Dolo 650,5,340,68.0,340
ORD2452,Hyderabad,Cholesterol,Atorva,1,64,12.8,64
ORD2874,Hyderabad,Cardiac,Ecosprin,7,476,95.2,476
ORD2931,Pune,Calcium,Shelcal,3,69,13.8,69
ORD2026,Bengaluru,Acidity,Pan 40,8,1232,246.4,1232
ORD1943,Kolkata,Calcium,Shelcal,4,464,92.8,464
ORD2926,Chennai,Cardiac,Ecosprin,8,592,118.4,592
ORD2242,Hyderabad,Acidity,Pan 40,8,1384,276.8,1384
ORD2195,Delhi,Antibiotic,Azithral 500,2,238,47.6,238
ORD2000,Delhi,Diabetes,Metformin,2,72,14.4,72
ORD2210,Chennai,Cholesterol,Atorva,8,840,168.0,840
ORD2398,Bengaluru,Acidity,Pan 40,2,284,56.8,284
ORD2470,Mumbai,Antibiotic,Azithral 500,8,864,172.8,864
ORD2725,Mumbai,Antibiotic,Azithral 500,7,280,56.0,280
ORD1843,Bengaluru,Antibiotic,Azithral 500,3,255,51.0,255
ORD1286,Ahmedabad,Diabetes,Metformin,8,464,92.8,464
ORD1809,Kolkata,Fever,Dolo 650,1,136,27.2,136
ORD2717,Bengaluru,Antibiotic,Azithral 500,9,909,181.8,909
ORD2203,Bengaluru,Allergy,Cetirizine,1,177,35.4,177
ORD2223,Kolkata,Acidity,Pan 40,7,770,154.0,770
ORD1935,Chennai,Diabetes,Metformin,9,432,86.4,432
ORD3099,Ahmedabad,Antibiotic,Azithral 500,8,648,129.6,648
ORD2010,Delhi,Fever,Dolo 650,5,270,54.0,270
ORD2534,Bengaluru,Acidity,Pan 40,5,745,149.0,745
ORD2460,Ahmedabad,Diabetes,Metformin,3,87,17.4,87
ORD3022,Bengaluru,Fever,Dolo 650,5,360,72.0,360
ORD1001,Mumbai,Allergy,Cetirizine,8,1064,212.8,1064
ORD1211,Bengaluru,Cardiac,Ecosprin,9,225,45.0,225
ORD1837,Delhi,Cholesterol,Atorva,8,488,97.6,488
ORD1598,Kolkata,Cholesterol,Atorva,2,292,58.4,292
ORD1702,Pune,Allergy,Cetirizine,5,905,181.0,905
ORD2008,Hyderabad,Calcium,Shelcal,7,616,123.2,616
ORD2657,Mumbai,Calcium,Shelcal,4,692,138.4,692
ORD2012,Mumbai,Cardiac,Ecosprin,9,1404,280.8,1404
ORD2169,Pune,Antibiotic,Azithral 500,4,708,141.6,708
ORD1554,Bengaluru,Antibiotic,Azithral 500,3,312,62.4,312
ORD1150,Kolkata,Fever,Dolo 650,1,178,35.6,178
ORD2291,Ahmedabad,Antibiotic,Azithral 500,8,664,132.8,664
ORD2678,Hyderabad,Acidity,Pan 40,4,180,36.0,180
ORD2880,Mumbai,Cholesterol,Atorva,4,736,147.2,736
ORD3077,Hyderabad,Cardiac,Ecosprin,6,780,156.0,780
ORD1372,Kolkata,Diabetes,Metformin,6,294,58.8,294
ORD1304,Chennai,Calcium,Shelcal,3,189,37.8,189
ORD1656,Jaipur,Fever,Dolo 650,9,387,77.4,387
ORD2810,Hyderabad,Antibiotic,Azithral 500,5,520,104.0,520
ORD1370,Mumbai,Cholesterol,Atorva,1,154,30.8,154
ORD2280,Kolkata,Acidity,Pan 40,7,1351,270.2,1351
ORD2356,Chennai,Cardiac,Ecosprin,5,575,115.0,575
ORD2074,Mumbai,Antibiotic,Azithral 500,4,132,26.4,132
ORD2323,Bengaluru,Fever,Dolo 650,8,968,193.6,968
ORD2207,Kolkata,Fever,Dolo 650,3,288,57.6,288
ORD1974,Ahmedabad,Fever,Dolo 650,1,173,34.6,173
ORD2422,Kolkata,Diabetes,Metformin,7,434,86.80000000000001,434
ORD1580,Bengaluru,Calcium,Shelcal,4,240,48.0,240
ORD2495,Bengaluru,Cardiac,Ecosprin,5,850,170.0,850
ORD2451,Pune,Acidity,Pan 40,4,764,152.8,764
ORD2966,Delhi,Antibiotic,Azithral 500,4,748,149.6,748
ORD2126,Ahmedabad,Cholesterol,Atorva,5,265,53.0,265
ORD2320,Pune,Fever,Dolo 650,9,1269,253.8,1269
ORD2387,Kolkata,Allergy,Cetirizine,1,171,34.2,171
ORD1528,Delhi,Antibiotic,Azithral 500,10,740,148.0,740
ORD2959,Chennai,Fever,Dolo 650,5,250,50.0,250
ORD2226,Chennai,Allergy,Cetirizine,3,216,43.2,216
ORD2353,Chennai,Diabetes,Metformin,2,338,67.6,338
ORD2399,Mumbai,Fever,Dolo 650,7,924,184.8,924
ORD1950,Bengaluru,Fever,Dolo 650,1,191,38.2,191
ORD1088,Jaipur,Allergy,Cetirizine,7,1379,275.8,1379
ORD1849,Chennai,Fever,Dolo 650,5,395,79.0,395
ORD2224,Delhi,Cholesterol,Atorva,1,131,26.2,131
ORD1606,Chennai,Diabetes,Metformin,7,882,176.4,882
ORD2469,Bengaluru,Cardiac,Ecosprin,4,292,58.4,292
ORD1358,Mumbai,Diabetes,Metformin,9,495,99.0,495
ORD2018,Kolkata,Fever,Dolo 650,2,164,32.8,164
ORD1344,Hyderabad,Cholesterol,Atorva,8,424,84.8,424
ORD2785,Chennai,Allergy,Cetirizine,3,207,41.4,207
ORD1662,Hyderabad,Cholesterol,Atorva,6,480,96.0,480
ORD2673,Ahmedabad,Antibiotic,Azithral 500,4,724,144.8,724
ORD1460,Chennai,Diabetes,Metformin,10,1270,254.0,1270
ORD2581,Chennai,Antibiotic,Azithral 500,9,1494,298.8,1494
ORD1258,Kolkata,Calcium,Shelcal,9,1476,295.2,1476
ORD2138,Chennai,Antibiotic,Azithral 500,4,272,54.4,272
ORD1019,Kolkata,Calcium,Shelcal,2,74,14.8,74
ORD2455,Ahmedabad,Cardiac,Ecosprin,10,1550,310.0,1550
ORD2634,Kolkata,Fever,Dolo 650,2,336,67.2,336
ORD1387,Ahmedabad,Acidity,Pan 40,9,738,147.6,738
ORD2929,Mumbai,Allergy,Cetirizine,5,765,153.0,765
ORD3047,Hyderabad,Cardiac,Ecosprin,10,800,160.0,800
ORD2093,Mumbai,Antibiotic,Azithral 500,1,97,19.4,97
ORD1604,Ahmedabad,Cholesterol,Atorva,4,632,126.4,632
ORD1433,Chennai,Allergy,Cetirizine,9,1395,279.0,1395
ORD2341,Ahmedabad,Antibiotic,Azithral 500,5,145,29.0,145
ORD1495,Delhi,Acidity,Pan 40,10,520,104.0,520
ORD1578,Bengaluru,Fever,Dolo 650,5,320,64.0,320
ORD2639,Ahmedabad,Fever,Dolo 650,7,609,121.8,609
ORD2198,Kolkata,Allergy,Cetirizine,3,336,67.2,336
ORD1132,Delhi,Fever,Dolo 650,7,994,198.8,994
ORD1099,Hyderabad,Acidity,Pan 40,5,735,147.0,735
ORD1936,Mumbai,Allergy,Cetirizine,10,1080,216.0,1080
ORD2700,Mumbai,Cholesterol,Atorva,10,570,114.0,570
ORD2361,Kolkata,Diabetes,Metformin,10,1280,256.0,1280
ORD2230,Bengaluru,Fever,Dolo 650,6,702,140.4,702
ORD1882,Delhi,Acidity,Pan 40,5,570,114.0,570
ORD1964,Pune,Cardiac,Ecosprin,3,342,68.4,342
ORD3036,Bengaluru,Cardiac,Ecosprin,7,693,138.6,693
ORD1463,Delhi,Cardiac,Ecosprin,3,219,43.8,219
ORD2170,Hyderabad,Cardiac,Ecosprin,1,53,10.6,53
ORD2561,Chennai,Cholesterol,Atorva,9,1476,295.2,1476
ORD2512,Chennai,Acidity,Pan 40,5,370,74.0,370
ORD1817,Bengaluru,Acidity,Pan 40,5,175,35.0,175
ORD1290,Delhi,Cholesterol,Atorva,3,279,55.8,279
ORD1033,Hyderabad,Cardiac,Ecosprin,4,348,69.6,348
ORD1673,Pune,Cholesterol,Atorva,3,321,64.2,321
ORD2303,Hyderabad,Calcium,Shelcal,6,912,182.4,912
ORD2063,Chennai,Antibiotic,Azithral 500,5,180,36.0,180
ORD1379,Mumbai,Cholesterol,Atorva,9,711,142.2,711
ORD1796,Pune,Cardiac,Ecosprin,4,664,132.8,664
ORD1557,Bengaluru,Cholesterol,Atorva,9,558,111.6,558
ORD2731,Bengaluru,Antibiotic,Azithral 500,10,1390,278.0,1390
ORD2463,Chennai,Diabetes,Metformin,8,712,142.4,712
ORD1649,Bengaluru,Fever,Dolo 650,8,992,198.4,992
ORD1848,Bengaluru,Fever,Dolo 650,8,1504,300.8,1504
ORD2517,Kolkata,Calcium,Shelcal,1,54,10.8,54
ORD1430,Hyderabad,Acidity,Pan 40,2,58,11.6,58
ORD1967,Delhi,Calcium,Shelcal,6,144,28.8,144
ORD1675,Hyderabad,Diabetes,Metformin,7,1295,259.0,1295
ORD1171,Ahmedabad,Allergy,Cetirizine,3,585,117.0,585
ORD1254,Chennai,Allergy,Cetirizine,3,369,73.8,369
ORD3002,Hyderabad,Cholesterol,Atorva,5,555,111.0,555
ORD2287,Delhi,Calcium,Shelcal,2,334,66.8,334
ORD1953,Mumbai,Diabetes,Metformin,5,825,165.0,825
ORD2042,Delhi,Cholesterol,Atorva,5,400,80.0,400
ORD2838,Chennai,Calcium,Shelcal,6,180,36.0,180
ORD1941,Pune,Antibiotic,Azithral 500,5,735,147.0,735
ORD2693,Bengaluru,Cardiac,Ecosprin,10,630,126.0,630
ORD2222,Hyderabad,Allergy,Cetirizine,6,918,183.6,918
ORD3087,Chennai,Acidity,Pan 40,10,1980,396.0,1980
ORD1396,Kolkata,Cardiac,Ecosprin,4,728,145.6,728
ORD1135,Kolkata,Calcium,Shelcal,9,297,59.4,297
ORD1976,Delhi,Diabetes,Metformin,5,490,98.0,490
ORD1431,Chennai,Antibiotic,Azithral 500,5,480,96.0,480
ORD2943,Mumbai,Allergy,Cetirizine,4,384,76.8,384
ORD1147,Bengaluru,Antibiotic,Azithral 500,6,672,134.4,672
ORD1303,Kolkata,Fever,Dolo 650,8,840,168.0,840
ORD1121,Jaipur,Acidity,Pan 40,2,324,64.8,324
ORD2868,Delhi,Acidity,Pan 40,2,60,12.0,60
ORD1169,Chennai,Calcium,Shelcal,9,828,165.6,828
ORD1343,Pune,Allergy,Cetirizine,4,388,77.6,388
ORD1186,Bengaluru,Cholesterol,Atorva,5,880,176.0,880
ORD1661,Bengaluru,Cholesterol,Atorva,4,536,107.2,536
ORD2321,Bengaluru,Allergy,Cetirizine,8,616,123.2,616
ORD1979,Pune,Calcium,Shelcal,5,280,56.0,280
ORD2021,Jaipur,Cholesterol,Atorva,3,579,115.8,579
ORD1593,Pune,Antibiotic,Azithral 500,10,680,136.0,680
ORD2414,Jaipur,Fever,Dolo 650,7,406,81.2,406
ORD1081,Mumbai,Cardiac,Ecosprin,10,1670,334.0,1670
ORD1040,Delhi,Fever,Dolo 650,8,256,51.2,256
ORD1591,Bengaluru,Cardiac,Ecosprin,2,208,41.6,208
ORD3049,Ahmedabad,Cholesterol,Atorva,7,945,189.0,945
ORD2201,Bengaluru,Cardiac,Ecosprin,8,1512,302.4,1512
ORD1928,Kolkata,Cholesterol,Atorva,6,234,46.8,234
ORD2141,Bengaluru,Cholesterol,Atorva,3,510,102.0,510
ORD2383,Kolkata,Allergy,Cetirizine,8,400,80.0,400
ORD2295,Bengaluru,Cholesterol,Atorva,9,1044,208.79999999999998,1044
ORD3096,Delhi,Calcium,Shelcal,2,92,18.4,92
ORD2013,Bengaluru,Allergy,Cetirizine,10,1410,282.0,1410
ORD2423,Chennai,Allergy,Cetirizine,8,752,150.4,752
ORD1144,Mumbai,Antibiotic,Azithral 500,4,704,140.8,704
ORD1045,Mumbai,Fever,Dolo 650,10,840,168.0,840
ORD1250,Kolkata,Diabetes,Metformin,2,86,17.2,86
ORD1244,Kolkata,Calcium,Shelcal,4,776,155.2,776
ORD1820,Kolkata,Diabetes,Metformin,5,435,87.0,435
ORD2482,Ahmedabad,Diabetes,Metformin,3,219,43.8,219
ORD1192,Pune,Allergy,Cetirizine,8,376,75.2,376
ORD2909,Hyderabad,Antibiotic,Azithral 500,2,374,74.8,374
ORD2467,Delhi,Acidity,Pan 40,10,710,142.0,710
ORD1611,Pune,Acidity,Pan 40,3,282,56.4,282
ORD2687,Chennai,Cardiac,Ecosprin,8,1280,256.0,1280
ORD2626,Jaipur,Cholesterol,Atorva,2,256,51.2,256
ORD2690,Kolkata,Cholesterol,Atorva,1,101,20.2,101
ORD2969,Kolkata,Cholesterol,Atorva,9,927,185.4,927
ORD1826,Jaipur,Fever,Dolo 650,6,876,175.2,876
ORD3054,Hyderabad,Allergy,Cetirizine,1,123,24.6,123
ORD1715,Jaipur,Acidity,Pan 40,6,366,73.2,366
ORD2156,Chennai,Calcium,Shelcal,7,1120,224.0,1120
ORD2836,Mumbai,Calcium,Shelcal,5,110,22.0,110
ORD1014,Hyderabad,Antibiotic,Azithral 500,6,534,106.8,534
ORD2793,Chennai,Antibiotic,Azithral 500,7,1057,211.4,1057
ORD2086,Mumbai,Cholesterol,Atorva,4,316,63.2,316
ORD2385,Ahmedabad,Antibiotic,Azithral 500,8,1248,249.6,1248
ORD1113,Pune,Acidity,Pan 40,3,69,13.8,69
ORD1981,Delhi,Acidity,Pan 40,8,1568,313.6,1568
ORD1109,Mumbai,Acidity,Pan 40,2,42,8.4,42
ORD1834,Delhi,Cardiac,Ecosprin,4,392,78.4,392
ORD2183,Pune,Cholesterol,Atorva,9,207,41.4,207
ORD3058,Hyderabad,Antibiotic,Azithral 500,5,200,40.0,200
ORD2330,Kolkata,Cholesterol,Atorva,9,216,43.2,216
ORD2800,Hyderabad,Antibiotic,Azithral 500,8,1160,232.0,1160
ORD1971,Kolkata,Diabetes,Metformin,5,590,118.0,590
ORD2496,Chennai,Fever,Dolo 650,6,162,32.4,162
ORD2435,Jaipur,Diabetes,Metformin,5,515,103.0,515
ORD1847,Pune,Calcium,Shelcal,3,120,24.0,120
ORD2443,Hyderabad,Cardiac,Ecosprin,10,1970,394.0,1970
ORD2227,Bengaluru,Fever,Dolo 650,3,327,65.4,327
ORD2256,Chennai,Fever,Dolo 650,7,483,96.6,483
ORD2406,Ahmedabad,Acidity,Pan 40,1,58,11.6,58
ORD3024,Ahmedabad,Cholesterol,Atorva,10,1360,272.0,1360
ORD2322,Hyderabad,Cardiac,Ecosprin,10,1610,322.0,1610
ORD2764,Chennai,Antibiotic,Azithral 500,7,518,103.6,518
ORD2850,Mumbai,Acidity,Pan 40,10,230,46.0,230
ORD2297,Bengaluru,Cholesterol,Atorva,8,816,163.2,816
ORD1123,Kolkata,Calcium,Shelcal,1,127,25.4,127
ORD2306,Jaipur,Diabetes,Metformin,8,432,86.4,432
ORD1461,Bengaluru,Allergy,Cetirizine,4,720,144.0,720
ORD2283,Bengaluru,Allergy,Cetirizine,1,51,10.2,51
ORD1814,Delhi,Cardiac,Ecosprin,6,1098,219.6,1098
ORD1083,Delhi,Diabetes,Metformin,6,156,31.2,156
ORD1272,Mumbai,Cardiac,Ecosprin,4,504,100.8,504
ORD2284,Bengaluru,Diabetes,Metformin,6,516,103.2,516
ORD1152,Kolkata,Cardiac,Ecosprin,7,966,193.20000000000002,966
ORD1940,Jaipur,Antibiotic,Azithral 500,6,1086,217.2,1086
ORD3015,Hyderabad,Cholesterol,Atorva,8,656,131.2,656
ORD2176,Chennai,Fever,Dolo 650,3,438,87.6,438
ORD1689,Hyderabad,Calcium,Shelcal,5,680,136.0,680
ORD1899,Chennai,Antibiotic,Azithral 500,9,540,108.0,540
ORD2709,Chennai,Calcium,Shelcal,6,792,158.4,792
ORD2994,Delhi,Cardiac,Ecosprin,8,1504,300.8,1504
ORD1118,Bengaluru,Acidity,Pan 40,6,456,91.2,456
ORD1381,Delhi,Cholesterol,Atorva,2,136,27.2,136
ORD2336,Ahmedabad,Antibiotic,Azithral 500,7,756,151.2,756
ORD2515,Chennai,Cardiac,Ecosprin,3,318,63.6,318
ORD1929,Chennai,Acidity,Pan 40,7,266,53.2,266
ORD2993,Mumbai,Acidity,Pan 40,1,36,7.2,36
ORD1609,Mumbai,Calcium,Shelcal,8,808,161.6,808
ORD1311,Mumbai,Calcium,Shelcal,8,560,112.0,560
ORD3086,Pune,Allergy,Cetirizine,8,1248,249.6,1248
ORD2851,Pune,Fever,Dolo 650,7,1239,247.8,1239
ORD2985,Delhi,Allergy,Cetirizine,9,216,43.2,216
ORD1692,Chennai,Fever,Dolo 650,8,1392,278.4,1392
ORD2267,Chennai,Cholesterol,Atorva,8,488,97.6,488
ORD1486,Chennai,Cardiac,Ecosprin,2,194,38.8,194
ORD1009,Kolkata,Cardiac,Ecosprin,2,218,43.6,218
ORD1574,Pune,Cholesterol,Atorva,8,1080,216.0,1080
ORD1808,Hyderabad,Calcium,Shelcal,8,512,102.4,512
ORD1236,Jaipur,Cardiac,Ecosprin,2,176,35.2,176
ORD1889,Chennai,Antibiotic,Azithral 500,3,378,75.6,378
ORD1411,Kolkata,Calcium,Shelcal,3,117,23.4,117
ORD2088,Bengaluru,Cardiac,Ecosprin,9,1062,212.4,1062
ORD1708,Ahmedabad,Fever,Dolo 650,9,1107,221.4,1107
ORD1380,Hyderabad,Allergy,Cetirizine,8,400,80.0,400
ORD2895,Mumbai,Allergy,Cetirizine,5,260,52.0,260
ORD2270,Delhi,Fever,Dolo 650,6,372,74.4,372
ORD1969,Bengaluru,Calcium,Shelcal,5,810,162.0,810
ORD1747,Chennai,Acidity,Pan 40,1,117,23.4,117
ORD2101,Kolkata,Diabetes,Metformin,2,158,31.6,158
ORD2254,Hyderabad,Fever,Dolo 650,4,556,111.2,556
ORD1531,Chennai,Diabetes,Metformin,10,1010,202.0,1010
ORD1784,Delhi,Diabetes,Metformin,9,279,55.8,279
ORD2125,Jaipur,Fever,Dolo 650,10,830,166.0,830
ORD2393,Delhi,Acidity,Pan 40,5,375,75.0,375
ORD1346,Bengaluru,Antibiotic,Azithral 500,5,725,145.0,725
ORD1466,Pune,Cholesterol,Atorva,5,785,157.0,785
ORD3021,Pune,Diabetes,Metformin,8,536,107.2,536
ORD1101,Delhi,Antibiotic,Azithral 500,7,672,134.4,672
ORD2527,Mumbai,Antibiotic,Azithral 500,7,1372,274.4,1372
ORD1443,Mumbai,Fever,Dolo 650,7,1372,274.4,1372
ORD1227,Delhi,Cholesterol,Atorva,1,180,36.0,180
ORD2532,Mumbai,Cholesterol,Atorva,9,558,111.6,558
ORD1955,Hyderabad,Calcium,Shelcal,9,1026,205.2,1026
ORD2171,Bengaluru,Calcium,Shelcal,3,108,21.6,108
ORD2186,Ahmedabad,Acidity,Pan 40,2,310,62.0,310
ORD1751,Jaipur,Fever,Dolo 650,7,1099,219.8,1099
ORD1570,Bengaluru,Allergy,Cetirizine,5,265,53.0,265
ORD2711,Kolkata,Allergy,Cetirizine,6,1098,219.6,1098
ORD2413,Hyderabad,Antibiotic,Azithral 500,2,116,23.2,116
ORD1597,Ahmedabad,Cardiac,Ecosprin,10,440,88.0,440
ORD2130,Pune,Antibiotic,Azithral 500,5,175,35.0,175
ORD1428,Jaipur,Acidity,Pan 40,7,147,29.4,147
ORD2113,Ahmedabad,Diabetes,Metformin,5,605,121.0,605
ORD1501,Chennai,Diabetes,Metformin,8,952,190.4,952
ORD1349,Chennai,Diabetes,Metformin,5,330,66.0,330
ORD1125,Chennai,Cardiac,Ecosprin,10,1210,242.0,1210
ORD2405,Chennai,Calcium,Shelcal,2,292,58.4,292
ORD3095,Chennai,Calcium,Shelcal,8,1576,315.2,1576
ORD2982,Bengaluru,Cardiac,Ecosprin,8,344,68.8,344
ORD1404,Hyderabad,Antibiotic,Azithral 500,3,234,46.8,234
ORD1674,Mumbai,Cardiac,Ecosprin,6,162,32.4,162
ORD1607,Bengaluru,Antibiotic,Azithral 500,4,636,127.2,636
ORD1233,Ahmedabad,Acidity,Pan 40,4,664,132.8,664
ORD2116,Kolkata,Cardiac,Ecosprin,9,1062,212.4,1062
ORD1015,Delhi,Cardiac,Ecosprin,1,151,30.2,151
ORD2622,Bengaluru,Antibiotic,Azithral 500,5,410,82.0,410
ORD2327,Mumbai,Diabetes,Metformin,1,93,18.6,93
ORD2221,Mumbai,Antibiotic,Azithral 500,4,484,96.8,484
ORD1671,Hyderabad,Calcium,Shelcal,6,264,52.8,264
ORD3098,Jaipur,Acidity,Pan 40,8,840,168.0,840
ORD2314,Chennai,Allergy,Cetirizine,6,948,189.6,948
ORD2308,Kolkata,Diabetes,Metformin,10,1920,384.0,1920
ORD2373,Pune,Cardiac,Ecosprin,3,96,19.2,96
ORD1385,Bengaluru,Cardiac,Ecosprin,5,660,132.0,660
ORD1163,Delhi,Diabetes,Metformin,8,1072,214.4,1072
ORD1398,Mumbai,Calcium,Shelcal,9,711,142.2,711
ORD1633,Delhi,Diabetes,Metformin,3,75,15.0,75
ORD2594,Jaipur,Calcium,Shelcal,8,1112,222.4,1112
ORD2071,Ahmedabad,Acidity,Pan 40,2,130,26.0,130
ORD2787,Hyderabad,Allergy,Cetirizine,1,143,28.6,143
ORD1561,Bengaluru,Acidity,Pan 40,8,288,57.6,288
ORD3032,Chennai,Calcium,Shelcal,10,1520,304.0,1520
ORD1518,Pune,Acidity,Pan 40,10,510,102.0,510
ORD1435,Ahmedabad,Calcium,Shelcal,1,191,38.2,191
ORD1719,Delhi,Cardiac,Ecosprin,3,474,94.8,474
ORD2259,Delhi,Diabetes,Metformin,2,246,49.2,246
ORD2110,Bengaluru,Allergy,Cetirizine,3,174,34.8,174
ORD1645,Mumbai,Cholesterol,Atorva,7,413,82.6,413
ORD2924,Bengaluru,Calcium,Shelcal,6,912,182.4,912
ORD1487,Chennai,Cholesterol,Atorva,9,1701,340.2,1701
ORD2428,Chennai,Diabetes,Metformin,3,69,13.8,69
ORD1474,Hyderabad,Antibiotic,Azithral 500,5,895,179.0,895
ORD2266,Chennai,Cholesterol,Atorva,5,745,149.0,745
ORD2337,Jaipur,Calcium,Shelcal,5,525,105.0,525
ORD2530,Chennai,Antibiotic,Azithral 500,1,71,14.2,71
ORD3006,Bengaluru,Fever,Dolo 650,2,382,76.4,382
ORD2152,Bengaluru,Diabetes,Metformin,6,864,172.8,864
ORD2592,Kolkata,Allergy,Cetirizine,9,1017,203.4,1017
ORD1519,Mumbai,Cardiac,Ecosprin,7,756,151.2,756
ORD3008,Ahmedabad,Cholesterol,Atorva,2,240,47.99999999999999,240
ORD2544,Jaipur,Calcium,Shelcal,8,1416,283.2,1416
ORD1857,Bengaluru,Fever,Dolo 650,5,320,64.0,320
ORD1307,Bengaluru,Acidity,Pan 40,9,945,189.0,945
ORD2120,Chennai,Calcium,Shelcal,4,384,76.8,384
ORD2646,Hyderabad,Antibiotic,Azithral 500,4,508,101.6,508
ORD1340,Kolkata,Cholesterol,Atorva,3,63,12.6,63
ORD1034,Bengaluru,Cardiac,Ecosprin,6,240,48.0,240
ORD1925,Kolkata,Cholesterol,Atorva,10,1680,336.0,1680
ORD1130,Pune,Acidity,Pan 40,10,990,198.0,990
ORD2346,Mumbai,Antibiotic,Azithral 500,10,630,126.0,630
ORD1833,Bengaluru,Cholesterol,Atorva,8,1304,260.8,1304
ORD2798,Kolkata,Diabetes,Metformin,8,640,128.0,640
ORD1533,Mumbai,Cardiac,Ecosprin,7,343,68.6,343
ORD1636,Jaipur,Diabetes,Metformin,6,972,194.4,972
ORD1337,Mumbai,Calcium,Shelcal,6,1014,202.8,1014
ORD1383,Bengaluru,Cardiac,Ecosprin,8,576,115.2,576
ORD2722,Bengaluru,Diabetes,Metformin,8,1448,289.6,1448
ORD2045,Mumbai,Antibiotic,Azithral 500,9,1782,356.4,1782
ORD1876,Mumbai,Fever,Dolo 650,1,191,38.2,191
ORD2652,Bengaluru,Fever,Dolo 650,10,1770,354.0,1770
ORD2411,Bengaluru,Cholesterol,Atorva,5,595,119.0,595
ORD2601,Delhi,Allergy,Cetirizine,6,534,106.8,534
ORD1105,Bengaluru,Cardiac,Ecosprin,2,388,77.6,388
ORD2552,Pune,Allergy,Cetirizine,6,792,158.4,792
ORD1197,Kolkata,Allergy,Cetirizine,5,855,171.0,855
ORD1563,Bengaluru,Fever,Dolo 650,10,1480,296.0,1480
ORD2569,Bengaluru,Acidity,Pan 40,2,108,21.6,108
ORD1595,Chennai,Fever,Dolo 650,2,302,60.4,302
ORD2742,Delhi,Cardiac,Ecosprin,3,459,91.80000000000001,459
ORD1111,Hyderabad,Diabetes,Metformin,1,154,30.8,154
ORD1800,Pune,Cardiac,Ecosprin,8,1080,216.0,1080
ORD1520,Hyderabad,Fever,Dolo 650,1,103,20.599999999999998,103
ORD3050,Bengaluru,Fever,Dolo 650,2,362,72.4,362
ORD1621,Kolkata,Diabetes,Metformin,5,340,68.0,340
ORD2389,Bengaluru,Acidity,Pan 40,1,22,4.4,22
ORD1117,Mumbai,Diabetes,Metformin,4,120,24.0,120
ORD1414,Mumbai,Cholesterol,Atorva,7,672,134.4,672
ORD2355,Bengaluru,Diabetes,Metformin,2,286,57.2,286
ORD1293,Hyderabad,Antibiotic,Azithral 500,3,198,39.6,198
ORD1352,Bengaluru,Diabetes,Metformin,2,144,28.8,144
ORD1745,Jaipur,Acidity,Pan 40,5,545,109.0,545
ORD1663,Kolkata,Antibiotic,Azithral 500,5,930,186.0,930
ORD1638,Mumbai,Acidity,Pan 40,9,666,133.2,666
ORD2761,Hyderabad,Cholesterol,Atorva,5,180,36.0,180
ORD2548,Chennai,Diabetes,Metformin,2,270,54.0,270
ORD2053,Delhi,Antibiotic,Azithral 500,7,287,57.4,287
ORD1441,Mumbai,Cholesterol,Atorva,7,322,64.4,322
ORD1526,Bengaluru,Fever,Dolo 650,2,254,50.8,254
ORD1483,Pune,Cardiac,Ecosprin,9,441,88.2,441
ORD1560,Kolkata,Allergy,Cetirizine,9,1359,271.8,1359
ORD2480,Chennai,Cardiac,Ecosprin,2,304,60.8,304
ORD2473,Chennai,Allergy,Cetirizine,8,1080,216.0,1080
ORD2584,Hyderabad,Fever,Dolo 650,1,122,24.4,122
ORD2471,Delhi,Cholesterol,Atorva,3,198,39.6,198
ORD2910,Mumbai,Allergy,Cetirizine,2,368,73.6,368
ORD1359,Pune,Calcium,Shelcal,10,600,120.0,600
ORD1731,Delhi,Fever,Dolo 650,7,784,156.8,784
ORD2649,Chennai,Antibiotic,Azithral 500,3,180,36.0,180
ORD1542,Delhi,Cholesterol,Atorva,2,172,34.4,172
ORD1193,Kolkata,Calcium,Shelcal,7,875,175.0,875
ORD2426,Delhi,Fever,Dolo 650,7,1071,214.2,1071
ORD2415,Kolkata,Fever,Dolo 650,9,189,37.8,189
ORD3082,Delhi,Cardiac,Ecosprin,4,184,36.8,184
ORD1865,Mumbai,Acidity,Pan 40,2,366,73.2,366
ORD2474,Hyderabad,Calcium,Shelcal,8,488,97.6,488
ORD1119,Chennai,Cholesterol,Atorva,3,84,16.8,84
ORD2257,Mumbai,Allergy,Cetirizine,3,315,63.0,315
ORD2461,Bengaluru,Acidity,Pan 40,6,792,158.4,792
ORD2918,Mumbai,Antibiotic,Azithral 500,3,111,22.2,111
ORD2893,Kolkata,Calcium,Shelcal,1,135,27.0,135
ORD1562,Bengaluru,Allergy,Cetirizine,8,416,83.2,416
ORD1366,Pune,Fever,Dolo 650,3,390,78.0,390
ORD1270,Mumbai,Fever,Dolo 650,5,920,184.0,920
ORD1718,Mumbai,Antibiotic,Azithral 500,2,140,28.0,140
ORD3061,Pune,Cholesterol,Atorva,10,880,176.0,880
ORD2915,Bengaluru,Calcium,Shelcal,8,1544,308.8,1544
ORD1541,Jaipur,Diabetes,Metformin,1,192,38.400000000000006,192
