order_id,region,order_date,amount,delivery_status
ORD1526,Vizag,2026-08-11,4289,Cancelled
ORD1527,HYD,2026-06-07,4828,Delayed
ORD1528,hyd,2026-08-09,2713,Cancelled
ORD1529,Bengaluru,2026-07-08,1431,Cancelled
ORD1530,banglore,2026-07-09,1309,Cancelled
ORD1531,hyd,2026-07-28,2787,Delayed
ORD1532,hyd,2026-08-09,4582,Delayed
ORD1533,Bengaluru,2026-08-09,415,Cancelled
ORD1534,Vizag,2026-07-07,3305,Cancelled
ORD1535,Hyderabad,2026-07-05,2912,Cancelled
ORD1536,Hyderabad,2026-08-30,3963,Cancelled
ORD1537,Bengaluru,2026-06-29,3411,Cancelled
ORD1538,HYD,2026-07-13,2038,Delivered
ORD1539,banglore,2026-07-02,2941,Delayed
ORD1540,Bengaluru,2026-06-22,3149,Delivered
ORD1541,Vizag,2026-06-14,4324,Cancelled
ORD1542,Hyderabad,2026-08-18,4797,Delayed
ORD1543,Vijayawada,2026-06-05,1041,Delivered
ORD1544,hyd,2026-08-16,1889,Delivered
ORD1545,Vijayawada,2026-07-22,2221,Delayed
ORD1546,Vijayawada,2026-08-06,1565,Delivered
ORD1547,Vijayawada,2026-08-09,2784,Delayed
ORD1548,Vijayawada,2026-06-30,1524,Cancelled
ORD1549,HYD,2026-06-24,265,Delivered
ORD1550,Vijayawada,2026-07-13,804,Delayed
ORD1551,Vizag,2026-08-28,1227,Cancelled
ORD1552,banglore,2026-07-25,3488,Cancelled
ORD1553,banglore,2026-08-21,4333,Delayed
ORD1554,Hyderabad,2026-08-12,2104,Delayed
ORD1555,HYD,2026-06-02,667,Cancelled
ORD1556,Vizag,2026-07-01,3738,Delayed
ORD1557,HYD,2026-08-11,1836,Delivered
ORD1558,Vizag,2026-07-07,1761,Delivered
ORD1559,banglore,2026-07-10,4838,Delivered
ORD1560,Hyderabad,2026-07-07,2855,Delivered
ORD1561,Vijayawada,2026-06-03,4376,Delivered
ORD1562,hyd,2026-06-14,3992,Cancelled
ORD1563,HYD,2026-07-20,751,Cancelled
ORD1564,Vijayawada,2026-08-20,438,Cancelled
ORD1565,banglore,2026-07-15,428,Delivered
ORD1566,Hyderabad,2026-06-29,1926,Delivered
ORD1567,Vijayawada,2026-06-12,1235,Cancelled
ORD1568,Vijayawada,2026-08-11,4560,Cancelled
ORD1569,Bengaluru,2026-07-23,1399,Delivered
ORD1570,banglore,2026-06-05,2428,Delivered
ORD1571,banglore,2026-08-18,4604,Cancelled
ORD1572,hyd,2026-08-08,4371,Delayed
ORD1573,Vijayawada,2026-06-07,4818,Cancelled
ORD1574,banglore,2026-08-16,2527,Delayed
ORD1575,Bengaluru,2026-06-21,1334,Delayed
ORD1576,banglore,2026-08-29,4964,Delivered
ORD1577,Hyderabad,2026-07-19,2449,Delivered
ORD1578,Vizag,2026-06-10,3358,Delayed
ORD1579,Vijayawada,2026-06-13,2093,Delivered
ORD1580,HYD,2026-06-01,1289,Delayed
ORD1581,Vijayawada,2026-08-27,3998,Delayed
ORD1582,Hyderabad,2026-07-20,779,Delayed
ORD1583,Vizag,2026-08-24,2986,Delayed
ORD1584,Hyderabad,2026-07-18,4174,Delivered
ORD1585,Hyderabad,2026-07-17,1091,Cancelled
ORD1586,hyd,2026-06-03,950,Delayed
ORD1587,Bengaluru,2026-08-11,3825,Delayed
ORD1588,hyd,2026-06-21,3480,Delayed
ORD1589,Vizag,2026-07-10,4059,Delivered
ORD1590,HYD,2026-06-10,3499,Delayed
ORD1591,banglore,2026-08-13,1077,Delivered
ORD1592,Vijayawada,2026-06-15,3148,Delayed
ORD1593,hyd,2026-06-26,230,Cancelled
ORD1594,banglore,2026-08-27,4403,Cancelled
ORD1595,HYD,2026-08-20,1569,Delivered
ORD1596,Hyderabad,2026-07-11,4635,Delayed
ORD1597,Bengaluru,2026-08-01,1294,Delivered
ORD1598,Vizag,2026-08-17,4610,Cancelled
ORD1599,Vizag,2026-08-16,1715,Delayed
ORD1600,banglore,2026-07-16,783,Delivered
ORD1601,Vijayawada,2026-06-28,1540,Cancelled
ORD1602,Vizag,2026-06-15,4408,Cancelled
ORD1603,Vizag,2026-07-19,1500,Delayed
ORD1604,hyd,2026-08-22,1477,Delayed
ORD1605,banglore,2026-06-11,3777,Cancelled
ORD1606,Vizag,2026-08-10,4472,Cancelled
ORD1607,Vijayawada,2026-07-22,1607,Cancelled
ORD1608,Bengaluru,2026-06-27,3009,Delivered
ORD1609,Bengaluru,2026-06-20,2522,Delayed
ORD1610,hyd,2026-08-19,3222,Delivered
ORD1611,Vizag,2026-06-01,1878,Delayed
ORD1612,Vizag,2026-07-01,4467,Delayed
ORD1613,HYD,2026-07-07,930,Delayed
ORD1614,Vizag,2026-08-21,4377,Delivered
ORD1615,Hyderabad,2026-06-30,2672,Delayed
ORD1616,Hyderabad,2026-06-25,1121,Delayed
ORD1617,Bengaluru,2026-07-28,2439,Delivered
ORD1618,hyd,2026-08-12,3590,Cancelled
ORD1619,Hyderabad,2026-08-21,4571,Delayed
ORD1620,Hyderabad,2026-07-22,1340,Delayed
ORD1621,Vizag,2026-07-12,677,Cancelled
ORD1622,Vijayawada,2026-07-31,680,Cancelled
ORD1623,Vijayawada,2026-08-02,3310,Delivered
ORD1624,HYD,2026-07-30,2392,Delayed
ORD1625,Vizag,2026-06-18,1085,Cancelled
ORD1626,Bengaluru,2026-07-11,3019,Cancelled
ORD1627,Vizag,2026-08-05,3206,Cancelled
ORD1628,hyd,2026-06-16,2330,Delayed
ORD1629,Bengaluru,2026-08-18,782,Cancelled
ORD1630,banglore,2026-07-16,4664,Delivered
ORD1631,hyd,2026-08-23,2060,Cancelled
ORD1632,Vizag,2026-08-01,2003,Cancelled
ORD1633,banglore,2026-08-30,4735,Delivered
ORD1634,hyd,2026-06-25,486,Delayed
ORD1635,Vizag,2026-07-16,733,Cancelled
ORD1636,HYD,2026-08-08,292,Cancelled
ORD1637,Bengaluru,2026-07-18,1948,Delayed
ORD1638,banglore,2026-07-27,3098,Cancelled
ORD1639,hyd,2026-06-25,4638,Delayed
ORD1640,Hyderabad,2026-06-10,2678,Cancelled
ORD1641,hyd,2026-06-28,4144,Delayed
ORD1642,hyd,2026-06-15,3785,Cancelled
ORD1643,HYD,2026-07-05,4701,Delivered
ORD1644,Hyderabad,2026-07-04,2751,Delayed
ORD1645,Vijayawada,2026-06-04,3161,Delivered
ORD1646,Bengaluru,2026-06-29,3664,Cancelled
ORD1647,banglore,2026-06-22,4914,Cancelled
ORD1648,hyd,2026-07-30,3624,Cancelled
ORD1649,Hyderabad,2026-06-25,337,Delivered
ORD1650,hyd,2026-06-09,300,Delayed
ORD1651,Hyderabad,2026-07-28,1639,Cancelled
ORD1652,hyd,2026-08-16,4452,Cancelled
ORD1653,Vizag,2026-08-10,3179,Delivered
ORD1654,hyd,2026-06-20,2504,Delivered
ORD1655,HYD,2026-07-05,2050,Cancelled
ORD1656,Vijayawada,2026-06-20,2917,Cancelled
ORD1657,Vizag,2026-07-02,3095,Cancelled
ORD1658,Hyderabad,2026-08-08,4320,Cancelled
ORD1659,banglore,2026-06-21,3685,Cancelled
ORD1660,Vizag,2026-07-30,680,Delayed
ORD1661,Vijayawada,2026-08-11,4651,Delivered
ORD1662,hyd,2026-07-10,4895,Delivered
ORD1663,Hyderabad,2026-06-03,4308,Delayed
ORD1664,HYD,2026-07-14,2712,Cancelled
ORD1665,Hyderabad,2026-07-06,2168,Delayed
ORD1666,hyd,2026-08-09,4198,Delayed
ORD1667,Hyderabad,2026-08-12,865,Delivered
ORD1668,banglore,2026-08-09,2305,Delivered
ORD1669,banglore,2026-06-21,1615,Cancelled
ORD1670,hyd,2026-07-12,3898,Cancelled
ORD1671,banglore,2026-06-02,4651,Delayed
ORD1672,Vizag,2026-07-24,252,Cancelled
ORD1673,Bengaluru,2026-08-08,3561,Cancelled
ORD1674,banglore,2026-06-11,1045,Cancelled
ORD1675,Bengaluru,2026-08-14,1516,Delayed
ORD1676,hyd,2026-06-29,4759,Delayed
ORD1677,HYD,2026-08-28,1377,Delayed
ORD1678,Hyderabad,2026-07-29,402,Delivered
ORD1679,Hyderabad,2026-07-15,549,Delivered
ORD1680,Bengaluru,2026-07-27,2609,Cancelled
ORD1681,Vijayawada,2026-07-05,4457,Delivered
ORD1682,HYD,2026-08-23,2948,Delivered
ORD1683,hyd,2026-08-20,489,Cancelled
ORD1684,Vizag,2026-07-21,3270,Cancelled
ORD1685,Vijayawada,2026-06-13,2098,Cancelled
ORD1686,Vijayawada,2026-07-08,2352,Cancelled
ORD1687,Bengaluru,2026-07-19,244,Delivered
ORD1688,banglore,2026-08-12,3270,Cancelled
ORD1689,hyd,2026-07-28,878,Delayed
ORD1690,Vijayawada,2026-06-12,3568,Cancelled
ORD1691,Hyderabad,2026-07-04,1423,Delayed
ORD1692,Vijayawada,2026-08-11,1473,Cancelled
ORD1693,Bengaluru,2026-06-01,4279,Delayed
ORD1694,HYD,2026-06-13,4830,Delivered
ORD1695,hyd,2026-06-21,1862,Delayed
ORD1696,Hyderabad,2026-08-25,4894,Delivered
ORD1697,HYD,2026-07-08,2230,Delivered
ORD1698,Bengaluru,2026-06-09,4642,Cancelled
ORD1699,Vizag,2026-08-23,477,Delivered
ORD1700,banglore,2026-08-23,2508,Delayed
ORD1701,banglore,2026-06-19,3900,Delivered
ORD1702,Hyderabad,2026-06-28,2422,Cancelled
ORD1703,Bengaluru,2026-06-11,4195,Delivered
ORD1704,hyd,2026-08-09,3934,Cancelled
ORD1705,banglore,2026-07-31,3197,Cancelled
ORD1706,Hyderabad,2026-07-17,321,Delivered
ORD1707,hyd,2026-08-04,3632,Delivered
ORD1708,HYD,2026-08-28,2077,Delayed
ORD1709,HYD,2026-07-07,415,Cancelled
ORD1710,Vizag,2026-08-11,728,Delivered
ORD1711,Hyderabad,2026-06-21,3242,Delayed
ORD1712,Vizag,2026-06-29,988,Delivered
ORD1713,hyd,2026-07-04,1994,Cancelled
ORD1714,Bengaluru,2026-08-08,1767,Delayed
ORD1715,Bengaluru,2026-06-11,3285,Delivered
ORD1716,Vijayawada,2026-06-15,1669,Cancelled
ORD1717,banglore,2026-08-29,4705,Delayed
ORD1718,Vizag,2026-07-17,4841,Cancelled
ORD1719,HYD,2026-07-24,4670,Delivered
ORD1720,Bengaluru,2026-06-19,4580,Delivered
ORD1721,Hyderabad,2026-06-02,3207,Delayed
ORD1722,Bengaluru,2026-08-05,1280,Delayed
ORD1723,Vizag,2026-08-12,1901,Cancelled
ORD1724,banglore,2026-08-17,500,Delayed
ORD1725,banglore,2026-06-06,528,Delayed
ORD1726,hyd,2026-08-07,2082,Cancelled
ORD1727,hyd,2026-06-06,3340,Cancelled
ORD1728,banglore,2026-07-18,702,Cancelled
ORD1729,Vizag,2026-06-04,1729,Delayed
ORD1730,Bengaluru,2026-08-18,2907,Delivered
ORD1731,Vijayawada,2026-08-04,4845,Delivered
ORD1732,HYD,2026-06-02,2109,Delivered
ORD1733,Hyderabad,2026-06-26,1274,Cancelled
ORD1734,Vizag,2026-08-11,2242,Delayed
ORD1735,HYD,2026-06-10,1112,Delivered
ORD1736,Vijayawada,2026-08-25,4317,Delayed
ORD1737,Vizag,2026-07-27,1590,Cancelled
ORD1738,hyd,2026-06-07,278,Delayed
ORD1739,Vizag,2026-08-13,2051,Delayed
ORD1740,Hyderabad,2026-06-22,2849,Cancelled
ORD1741,Hyderabad,2026-07-22,857,Cancelled
ORD1742,Vijayawada,2026-07-23,4356,Delayed
ORD1743,Bengaluru,2026-08-05,2151,Cancelled
ORD1744,HYD,2026-06-07,2943,Delivered
ORD1745,Vizag,2026-06-19,3944,Cancelled
ORD1746,HYD,2026-06-16,1761,Delivered
ORD1747,Hyderabad,2026-07-05,4833,Delayed
ORD1748,Hyderabad,2026-08-17,2845,Delivered
ORD1749,HYD,2026-08-23,4778,Cancelled
ORD1750,Vizag,2026-08-05,3041,Cancelled
ORD1751,HYD,2026-07-31,3207,Delayed
ORD1752,Hyderabad,2026-08-18,633,Delayed
ORD1753,Hyderabad,2026-07-27,1897,Cancelled
ORD1754,banglore,2026-08-14,4119,Cancelled
ORD1755,banglore,2026-07-26,562,Delayed
ORD1756,HYD,2026-07-30,2567,Cancelled
ORD1757,Bengaluru,2026-07-12,4217,Delivered
ORD1758,Hyderabad,2026-07-23,3105,Cancelled
ORD1759,hyd,2026-08-14,887,Cancelled
ORD1760,Bengaluru,2026-07-01,4786,Cancelled
ORD1761,Bengaluru,2026-06-23,4172,Delivered
ORD1762,banglore,2026-07-11,3385,Cancelled
ORD1763,hyd,2026-06-12,728,Delayed
ORD1764,Vijayawada,2026-06-28,4007,Delivered
ORD1765,banglore,2026-06-14,3345,Delayed
ORD1766,hyd,2026-08-24,2377,Delayed
ORD1767,banglore,2026-08-11,3345,Delayed
ORD1768,Vijayawada,2026-08-16,2945,Cancelled
ORD1769,hyd,2026-07-12,2662,Delivered
ORD1770,HYD,2026-08-25,4325,Delayed
ORD1771,Bengaluru,2026-06-15,3318,Cancelled
ORD1772,Vijayawada,2026-06-24,1747,Delivered
ORD1773,Bengaluru,2026-08-07,3298,Cancelled
ORD1774,banglore,2026-06-09,2004,Delivered
ORD1775,Bengaluru,2026-06-11,2702,Delivered
ORD1776,Vizag,2026-08-03,3319,Cancelled
ORD1777,Bengaluru,2026-08-28,2085,Delayed
ORD1778,hyd,2026-07-02,274,Delayed
ORD1779,Bengaluru,2026-08-03,3954,Delivered
ORD1780,Hyderabad,2026-08-26,4333,Delayed
ORD1781,banglore,2026-07-03,4969,Cancelled
ORD1782,hyd,2026-07-29,4388,Delivered
ORD1783,hyd,2026-08-17,1229,Cancelled
ORD1784,HYD,2026-07-27,1385,Delivered
ORD1785,Hyderabad,2026-06-24,4778,Delivered
ORD1786,Vizag,2026-06-18,2210,Delayed
ORD1787,Hyderabad,2026-08-24,1910,Delivered
ORD1788,Hyderabad,2026-08-24,1733,Cancelled
ORD1789,HYD,2026-06-01,1747,Cancelled
ORD1790,Vijayawada,2026-06-17,4788,Delivered
ORD1791,Hyderabad,2026-07-22,4178,Delayed
ORD1792,Hyderabad,2026-06-22,327,Delivered
ORD1793,Hyderabad,2026-07-24,2487,Cancelled
ORD1794,Vijayawada,2026-06-24,1021,Cancelled
ORD1795,HYD,2026-07-18,3579,Delayed
ORD1796,Hyderabad,2026-06-13,2943,Cancelled
ORD1797,Bengaluru,2026-07-10,2184,Cancelled
ORD1798,Hyderabad,2026-08-24,3927,Delivered
ORD1799,banglore,2026-06-07,2348,Cancelled
ORD1800,Bengaluru,2026-07-20,3739,Delivered
ORD1801,HYD,2026-06-22,431,Delivered
ORD1802,Vizag,2026-08-12,2952,Delayed
ORD1803,hyd,2026-07-20,3371,Cancelled
ORD1804,HYD,2026-06-22,1122,Cancelled
ORD1805,banglore,2026-08-12,3452,Cancelled
ORD1806,Vijayawada,2026-06-19,3079,Delayed
ORD1807,Bengaluru,2026-08-17,4476,Delayed
ORD1808,HYD,2026-08-28,3323,Delayed
ORD1809,Vizag,2026-06-24,4240,Delivered
ORD1810,Hyderabad,2026-08-23,533,Delayed
ORD1811,hyd,2026-08-28,3509,Delivered
ORD1812,Hyderabad,2026-06-21,1176,Delivered
ORD1813,hyd,2026-06-12,3933,Delivered
ORD1814,HYD,2026-07-30,1542,Delayed
ORD1815,Vijayawada,2026-06-30,1163,Delivered
ORD1816,Hyderabad,2026-06-11,2596,Cancelled
ORD1817,Bengaluru,2026-06-09,3550,Cancelled
ORD1818,Vijayawada,2026-06-15,3207,Delayed
ORD1819,Vijayawada,2026-07-23,4928,Delayed
ORD1820,Hyderabad,2026-07-08,807,Delayed
ORD1821,banglore,2026-08-11,4237,Cancelled
ORD1822,HYD,2026-07-18,3669,Delayed
ORD1823,Vizag,2026-07-14,2293,Cancelled
ORD1824,Hyderabad,2026-07-21,2492,Delayed
ORD1825,HYD,2026-08-13,4101,Delivered
ORD1826,Vizag,2026-06-01,4657,Delayed
ORD1827,hyd,2026-07-22,2545,Delayed
ORD1828,Vijayawada,2026-07-15,916,Delayed
ORD1829,Vijayawada,2026-07-28,260,Delivered
ORD1830,Bengaluru,2026-08-10,2695,Delayed
ORD1831,banglore,2026-08-22,2783,Delayed
ORD1832,hyd,2026-06-13,1812,Delivered
ORD1833,HYD,2026-07-25,1640,Delayed
ORD1834,HYD,2026-06-11,2295,Delivered
ORD1835,Vizag,2026-08-29,2916,Delayed
ORD1836,Vizag,2026-08-02,2257,Cancelled
ORD1837,Hyderabad,2026-08-11,2928,Cancelled
ORD1838,Vizag,2026-08-05,616,Delayed
ORD1839,hyd,2026-06-18,3463,Delayed
ORD1840,Vizag,2026-07-07,1054,Cancelled
ORD1841,Hyderabad,2026-08-01,4603,Delayed
ORD1842,Bengaluru,2026-07-27,451,Delayed
ORD1843,hyd,2026-07-03,1251,Cancelled
ORD1844,HYD,2026-06-10,968,Cancelled
ORD1845,HYD,2026-08-29,673,Delayed
ORD1846,HYD,2026-08-16,3186,Cancelled
ORD1847,hyd,2026-08-29,472,Cancelled
ORD1848,Vijayawada,2026-07-31,3036,Delivered
ORD1849,HYD,2026-08-12,3716,Cancelled
ORD1850,banglore,2026-07-23,741,Cancelled
ORD1851,Hyderabad,2026-08-19,3409,Cancelled
ORD1852,Vizag,2026-07-19,398,Delivered
ORD1853,Hyderabad,2026-07-05,3884,Delayed
ORD1854,Vijayawada,2026-06-02,4023,Cancelled
ORD1855,banglore,2026-06-29,1227,Delivered
ORD1856,banglore,2026-06-27,546,Delayed
ORD1857,Hyderabad,2026-07-03,1775,Cancelled
ORD1858,Vizag,2026-06-06,1349,Delayed
ORD1859,Bengaluru,2026-07-22,935,Cancelled
ORD1860,Hyderabad,2026-08-05,1821,Cancelled
ORD1861,Bengaluru,2026-07-25,2294,Delayed
ORD1862,banglore,2026-08-23,3903,Delivered
ORD1863,Vijayawada,2026-07-13,4728,Delayed
ORD1864,banglore,2026-06-18,2092,Cancelled
ORD1865,HYD,2026-07-24,1155,Delivered
ORD1866,HYD,2026-06-23,268,Delayed
ORD1867,Vijayawada,2026-07-07,812,Delivered
ORD1868,hyd,2026-07-09,278,Delivered
ORD1869,hyd,2026-08-23,1089,Delayed
ORD1870,banglore,2026-08-25,4729,Cancelled
ORD1871,Vijayawada,2026-07-07,279,Delayed
ORD1872,Hyderabad,2026-07-04,1252,Delivered
ORD1873,Vizag,2026-06-21,3263,Cancelled
ORD1874,banglore,2026-08-01,2943,Delayed
ORD1875,hyd,2026-08-07,1211,Delivered
ORD1876,Vijayawada,2026-06-03,4168,Cancelled
ORD1877,HYD,2026-07-05,3068,Delivered
ORD1878,HYD,2026-06-27,4997,Delivered
ORD1879,Vizag,2026-06-07,4819,Delayed
ORD1880,hyd,2026-08-23,4291,Cancelled
ORD1881,Vizag,2026-06-20,4270,Cancelled
ORD1882,Bengaluru,2026-06-29,3914,Delivered
ORD1883,HYD,2026-07-20,1719,Delivered
ORD1884,Bengaluru,2026-07-27,1019,Delayed
ORD1885,Hyderabad,2026-07-28,3937,Delayed
ORD1886,hyd,2026-08-22,1056,Delayed
ORD1887,hyd,2026-07-13,2943,Delayed
ORD1888,HYD,2026-07-26,1737,Cancelled
ORD1889,Hyderabad,2026-06-20,1414,Delivered
ORD1890,Vizag,2026-06-04,3783,Cancelled
ORD1891,Bengaluru,2026-06-07,2492,Delayed
ORD1892,Vizag,2026-07-07,660,Delayed
ORD1893,Bengaluru,2026-07-12,2457,Cancelled
ORD1894,banglore,2026-07-15,2283,Delayed
ORD1895,HYD,2026-08-02,4898,Cancelled
ORD1896,HYD,2026-07-13,3769,Delayed
ORD1897,banglore,2026-07-25,1030,Delivered
ORD1898,hyd,2026-07-20,4955,Delayed
ORD1899,HYD,2026-06-14,4919,Cancelled
ORD1900,HYD,2026-07-07,3995,Cancelled
ORD1901,Vijayawada,2026-08-18,3830,Delayed
ORD1902,hyd,2026-08-21,2753,Delayed
ORD1903,Hyderabad,2026-07-25,3582,Cancelled
ORD1904,Hyderabad,2026-08-19,2850,Delayed
ORD1905,banglore,2026-08-27,2544,Cancelled
ORD1906,Hyderabad,2026-06-30,3099,Delayed
ORD1907,Vijayawada,2026-08-09,1689,Cancelled
ORD1908,Vizag,2026-06-14,490,Delayed
ORD1909,HYD,2026-08-18,4262,Cancelled
ORD1910,Vijayawada,2026-08-15,940,Delayed
ORD1911,Hyderabad,2026-06-10,4213,Delayed
ORD1912,HYD,2026-08-14,3809,Delivered
ORD1913,HYD,2026-07-03,4139,Cancelled
ORD1914,Vizag,2026-08-07,4045,Cancelled
ORD1915,Bengaluru,2026-07-30,4756,Delivered
ORD1916,Hyderabad,2026-06-22,940,Delivered
ORD1917,Vijayawada,2026-08-19,1464,Delayed
ORD1918,Vizag,2026-07-22,3666,Cancelled
ORD1919,HYD,2026-08-20,4215,Cancelled
ORD1920,hyd,2026-07-03,1518,Cancelled
ORD1921,hyd,2026-06-18,4358,Delayed
ORD1922,Vijayawada,2026-07-29,3846,Cancelled
ORD1923,Bengaluru,2026-08-25,2188,Delivered
ORD1924,Vijayawada,2026-07-29,3280,Cancelled
ORD1925,Vijayawada,2026-06-23,712,Delivered
ORD1926,banglore,2026-07-18,1990,Delayed
ORD1927,Vizag,2026-07-02,4137,Delivered
ORD1928,Hyderabad,2026-08-04,4923,Delayed
ORD1929,Vijayawada,2026-08-29,1148,Delivered
ORD1930,Vizag,2026-08-03,5000,Delivered
ORD1931,hyd,2026-08-21,1372,Delivered
ORD1932,Vijayawada,2026-07-28,1064,Cancelled
ORD1933,Bengaluru,2026-08-24,2511,Cancelled
ORD1934,Hyderabad,2026-06-27,2599,Cancelled
ORD1935,Bengaluru,2026-07-28,928,Delayed
ORD1936,Vizag,2026-07-07,775,Delayed
ORD1937,Hyderabad,2026-08-27,1853,Cancelled
ORD1938,HYD,2026-06-03,4262,Delivered
ORD1939,Hyderabad,2026-07-30,1329,Delivered
ORD1940,hyd,2026-06-20,1678,Cancelled
ORD1941,Vizag,2026-06-14,4199,Delayed
ORD1942,banglore,2026-08-17,4793,Delivered
ORD1943,Vijayawada,2026-08-06,2983,Delayed
ORD1944,HYD,2026-06-30,2396,Delivered
ORD1945,hyd,2026-06-20,2644,Delivered
ORD1946,hyd,2026-07-10,3146,Cancelled
ORD1947,Hyderabad,2026-06-12,4407,Delayed
ORD1948,Vijayawada,2026-07-28,1576,Cancelled
ORD1949,hyd,2026-07-11,919,Cancelled
ORD1950,hyd,2026-08-18,4712,Delivered
ORD1951,Vizag,2026-08-15,879,Delivered
ORD1952,Hyderabad,2026-07-27,4145,Delayed
ORD1953,Vizag,2026-06-06,347,Delayed
ORD1954,Hyderabad,2026-06-07,4112,Cancelled
ORD1955,Bengaluru,2026-08-22,846,Delayed
ORD1956,Vizag,2026-07-15,520,Cancelled
ORD1957,hyd,2026-07-05,2385,Cancelled
ORD1958,HYD,2026-07-08,1312,Cancelled
ORD1959,banglore,2026-08-27,3876,Delivered
ORD1960,hyd,2026-07-28,3994,Delayed
ORD1961,HYD,2026-06-06,2826,Delivered
ORD1962,HYD,2026-07-18,3655,Delayed
ORD1963,Hyderabad,2026-08-02,2362,Delayed
ORD1964,Vizag,2026-07-17,2225,Delivered
ORD1965,Hyderabad,2026-06-19,1963,Cancelled
ORD1966,Vijayawada,2026-06-17,1376,Delayed
ORD1967,HYD,2026-08-11,1240,Delivered
ORD1968,banglore,2026-07-02,2385,Cancelled
ORD1969,hyd,2026-07-13,1946,Delivered
ORD1970,Bengaluru,2026-07-16,3791,Cancelled
ORD1971,HYD,2026-08-21,771,Cancelled
ORD1972,hyd,2026-07-30,4247,Delayed
ORD1973,HYD,2026-06-19,262,Delivered
ORD1974,Hyderabad,2026-07-28,1419,Delayed
ORD1975,Hyderabad,2026-07-08,4594,Cancelled
ORD1976,Hyderabad,2026-08-22,2755,Delayed
ORD1977,Hyderabad,2026-06-15,3070,Delayed
ORD1978,Hyderabad,2026-08-08,4232,Delayed
ORD1979,banglore,2026-07-25,3104,Cancelled
ORD1980,HYD,2026-08-28,336,Cancelled
ORD1981,Vizag,2026-07-13,3239,Delivered
ORD1982,banglore,2026-06-07,271,Delivered
ORD1983,Vizag,2026-06-29,4147,Delayed
ORD1984,banglore,2026-07-12,4507,Cancelled
ORD1985,Vizag,2026-06-06,2020,Delayed
ORD1986,HYD,2026-06-02,2467,Delayed
ORD1987,Bengaluru,2026-06-26,4739,Delayed
ORD1988,banglore,2026-08-18,2693,Delayed
ORD1989,HYD,2026-08-09,2166,Delivered
ORD1990,hyd,2026-06-30,1525,Delivered
ORD1991,Hyderabad,2026-07-20,2149,Delayed
ORD1992,HYD,2026-07-06,4945,Delayed
ORD1993,Vijayawada,2026-08-15,4053,Cancelled
ORD1994,Hyderabad,2026-08-01,4738,Delivered
ORD1995,hyd,2026-07-16,313,Delayed
ORD1996,Hyderabad,2026-07-09,2664,Delayed
ORD1997,Vizag,2026-06-23,3920,Delayed
ORD1998,Bengaluru,2026-06-21,1815,Cancelled
ORD1999,HYD,2026-07-10,849,Delayed
